POLYGON_RCRD_ID,MAINTAINER,MAP_ID,MAP_QUAD,MAP_SUB_QUAD,POLYGON_ID 
188943,"001","092I072","0","0",988345
188944,"001","092I072","0","0",766317
188975,"001","092I072","0","0",963367
188990,"001","092I072","0","0",605311
188995,"001","092I072","0","0",974313
189006,"001","092I072","0","0",611325
189025,"001","092I072","0","0",897293
189029,"001","092I072","0","0",16373
189032,"001","092I072","0","0",696337
189049,"001","092I072","0","0",756323
189070,"001","092I072","0","0",749335
189071,"001","092I072","0","0",809308
189095,"001","092I072","0","0",722351
189098,"001","092I072","0","0",750354
189100,"001","092I072","0","0",788349
189111,"001","092I072","0","0",997362
189113,"001","092I072","0","0",989355
189130,"001","092I072","0","0",841362
189134,"001","092I072","0","0",26338
189143,"001","092I072","0","0",845291
189149,"001","092I072","0","0",629336
189153,"001","092I072","0","0",635332
189154,"001","092I072","0","0",32363
189155,"001","092I072","0","0",6289
189166,"001","092I072","0","0",769348
189185,"001","092I072","0","0",41366
189188,"001","092I072","0","0",959347
189190,"001","092I072","0","0",887310
189206,"001","092I072","0","0",709332
189213,"001","092I072","0","0",710348
189214,"001","092I072","0","0",917310
189222,"001","092I072","0","0",782357
189251,"001","092I072","0","0",775319
189253,"001","092I072","0","0",836322
189273,"001","092I072","0","0",615332
189275,"001","092I072","0","0",8314
189288,"001","092I072","0","0",828326
189289,"001","092I072","0","0",38352
189295,"001","092I072","0","0",707297
189298,"001","092I072","0","0",677326
189313,"001","092I072","0","0",701309
189319,"001","092I072","0","0",589321
189324,"001","092I072","0","0",976329
189328,"001","092I072","0","0",935351
189329,"001","092I072","0","0",919326
189334,"001","092I072","0","0",864307
189342,"001","092I072","0","0",719340
189343,"001","092I072","0","0",841341
189348,"001","092I072","0","0",942327
189350,"001","092I072","0","0",928327
189352,"001","092I072","0","0",992307
189358,"001","092I072","0","0",978341
189371,"001","092I072","0","0",749343
189391,"001","092I072","0","0",954331
189392,"001","092I072","0","0",44358
189412,"001","092I072","0","0",731318
189413,"001","092I072","0","0",883347
189431,"001","092I072","0","0",745349
189432,"001","092I072","0","0",589311
189433,"001","092I072","0","0",672351
189436,"001","092I072","0","0",970359
189442,"001","092I072","0","0",744318
189466,"001","092I072","0","0",616313
189485,"001","092I072","0","0",883333
189491,"001","092I072","0","0",946343
189501,"001","092I072","0","0",581318
189505,"001","092I072","0","0",673343
189520,"001","092I072","0","0",32369
189521,"001","092I072","0","0",702354
189522,"001","092I072","0","0",801350
189536,"001","092I072","0","0",952361
189554,"001","092I072","0","0",19351
189567,"001","092I072","0","0",688321
189572,"001","092I072","0","0",817343
189579,"001","092I072","0","0",25291
189594,"001","092I072","0","0",40336
189599,"001","092I072","0","0",47330
189640,"001","092I072","0","0",986370
189662,"001","092I072","0","0",662332
189667,"001","092I072","0","0",587316
189674,"001","092I072","0","0",679333
189675,"001","092I072","0","0",615335
189684,"001","092I072","0","0",830351
189689,"001","092I072","0","0",843353
189701,"001","092I072","0","0",885361
189705,"001","092I072","0","0",676347
189715,"001","092I072","0","0",913356
189718,"001","092I072","0","0",815357
189719,"001","092I072","0","0",793322
189721,"001","092I072","0","0",941362
189736,"001","092I072","0","0",732345
189737,"001","092I072","0","0",633271
189749,"001","092I072","0","0",726324
189751,"001","092I072","0","0",33344
189840,"001","092I072","0","0",618339
189915,"001","092I072","0","0",613341
189989,"001","092I072","0","0",664351
190001,"001","092I072","0","0",589335
190034,"001","092I072","0","0",514322
190092,"001","092I072","0","0",596325
190109,"001","092I072","0","0",560330
190113,"001","092I072","0","0",628345
190120,"001","092I072","0","0",628349
190149,"001","092I072","0","0",544327
190225,"001","092I073","0","0",88359
190254,"001","092I073","0","0",59342
190313,"001","092I073","0","0",122315
190404,"001","092I073","0","0",232381
190419,"001","092I073","0","0",215364
190433,"001","092I073","0","0",212378
190464,"001","092I073","0","0",52374
190471,"001","092I073","0","0",111372
190472,"001","092I073","0","0",245351
190485,"001","092I073","0","0",150336
190496,"001","092I073","0","0",207338
190520,"001","092I073","0","0",56374
190531,"001","092I073","0","0",214300
190661,"001","092I073","0","0",89319
190677,"001","092I073","0","0",173298
190689,"001","092I073","0","0",138366
190768,"001","092I073","0","0",226313
190769,"001","092I073","0","0",224362
190778,"001","092I073","0","0",166323
190854,"001","092I073","0","0",177374
190867,"001","092I073","0","0",227355
190929,"001","092I073","0","0",189376
190941,"001","092I073","0","0",226372
191012,"001","092I073","0","0",78368
191020,"001","092I073","0","0",182380
191049,"001","092I073","0","0",190340
191075,"001","092I073","0","0",63367
191124,"001","092I073","0","0",55359
191127,"001","092I073","0","0",200367
191169,"001","092I073","0","0",73311
191179,"001","092I073","0","0",202382
191237,"001","092I073","0","0",196378
191244,"001","092I073","0","0",226382
191357,"001","092I073","0","0",59315
196905,"001","092I082","0","0",845603
196906,"001","092I082","0","0",792744
196907,"001","092I082","0","0",636892
196908,"001","092I082","0","0",924380
196909,"001","092I082","0","0",837909
196910,"001","092I082","0","0",884704
196911,"001","092I082","0","0",935380
196912,"001","092I082","0","0",800675
196913,"001","092I082","0","0",812781
196914,"001","092I082","0","0",754608
196915,"001","092I082","0","0",839966
196916,"001","092I082","0","0",705978
196917,"001","092I082","0","0",676838
196918,"001","092I082","0","0",812673
196919,"001","092I082","0","0",627919
196920,"001","092I082","0","0",706926
196921,"001","092I082","0","0",942018
196922,"001","092I082","0","0",980392
196923,"001","092I082","0","0",786503
196924,"001","092I082","0","0",889771
196925,"001","092I082","0","0",909850
196926,"001","092I082","0","0",870840
196927,"001","092I082","0","0",917605
196928,"001","092I082","0","0",702778
196929,"001","092I082","0","0",793668
196930,"001","092I082","0","0",972381
196931,"001","092I082","0","0",900752
196932,"001","092I082","0","0",856746
196933,"001","092I082","0","0",853653
196934,"001","092I082","0","0",838838
196935,"001","092I082","0","0",838979
196936,"001","092I082","0","0",726503
196937,"001","092I082","0","0",742730
196938,"001","092I082","0","0",813888
196939,"001","092I082","0","0",40501
196940,"001","092I082","0","0",861504
196941,"001","092I082","0","0",20827
196942,"001","092I082","0","0",670963
196943,"001","092I082","0","0",815363
196944,"001","092I082","0","0",979021
196945,"001","092I082","0","0",977411
196946,"001","092I082","0","0",822363
196947,"001","092I082","0","0",936596
196948,"001","092I082","0","0",846974
196949,"001","092I082","0","0",852667
196950,"001","092I082","0","0",834790
196951,"001","092I082","0","0",38489
196952,"001","092I082","0","0",759591
196953,"001","092I082","0","0",768797
196954,"001","092I082","0","0",862794
196955,"001","092I082","0","0",5904
196956,"001","092I082","0","0",786889
196957,"001","092I082","0","0",783406
196958,"001","092I082","0","0",7392
196959,"001","092I082","0","0",904689
196960,"001","092I082","0","0",775908
196961,"001","092I082","0","0",765682
196962,"001","092I082","0","0",817958
196963,"001","092I082","0","0",977580
196964,"001","092I082","0","0",803689
196965,"001","092I082","0","0",910369
196966,"001","092I082","0","0",921937
196967,"001","092I082","0","0",971004
196968,"001","092I082","0","0",884687
196969,"001","092I082","0","0",653939
196970,"001","092I082","0","0",810924
196972,"001","092I082","0","0",868571
196973,"001","092I082","0","0",919386
196974,"001","092I082","0","0",829813
196975,"001","092I082","0","0",891564
196976,"001","092I082","0","0",770606
196977,"001","092I082","0","0",45436
196978,"001","092I082","0","0",819378
196979,"001","092I082","0","0",12549
196980,"001","092I082","0","0",833822
196981,"001","092I082","0","0",970887
196982,"001","092I082","0","0",724630
196983,"001","092I082","0","0",754763
196984,"001","092I082","0","0",754935
196985,"001","092I082","0","0",712824
196986,"001","092I082","0","0",934669
196987,"001","092I082","0","0",980009
196988,"001","092I082","0","0",957903
196989,"001","092I082","0","0",27681
196990,"001","092I082","0","0",829005
196991,"001","092I082","0","0",770669
196992,"001","092I082","0","0",952780
196993,"001","092I082","0","0",873411
196994,"001","092I082","0","0",966755
196995,"001","092I082","0","0",777852
196997,"001","092I082","0","0",813702
196998,"001","092I082","0","0",878896
196999,"001","092I082","0","0",807363
197000,"001","092I082","0","0",933551
197001,"001","092I082","0","0",836415
197002,"001","092I082","0","0",971710
197003,"001","092I082","0","0",997003
197004,"001","092I082","0","0",851001
197005,"001","092I082","0","0",2521
197006,"001","092I082","0","0",927860
197007,"001","092I082","0","0",865413
197008,"001","092I082","0","0",943522
197009,"001","092I082","0","0",882807
197010,"001","092I082","0","0",664884
197011,"001","092I082","0","0",954968
197012,"001","092I082","0","0",774617
197013,"001","092I082","0","0",994893
197014,"001","092I082","0","0",648858
197015,"001","092I082","0","0",831898
197016,"001","092I082","0","0",753797
197017,"001","092I082","0","0",744832
197018,"001","092I082","0","0",796761
197019,"001","092I082","0","0",768780
197020,"001","092I082","0","0",771012
197021,"001","092I082","0","0",741735
197022,"001","092I082","0","0",768639
197023,"001","092I082","0","0",838518
197024,"001","092I082","0","0",984817
197025,"001","092I082","0","0",960647
197026,"001","092I082","0","0",630926
197027,"001","092I082","0","0",835712
197029,"001","092I082","0","0",743758
197030,"001","092I082","0","0",938982
197031,"001","092I082","0","0",21797
197032,"001","092I082","0","0",878869
197033,"001","092I082","0","0",990924
197034,"001","092I082","0","0",842578
197035,"001","092I082","0","0",929638
197036,"001","092I082","0","0",814646
197037,"001","092I082","0","0",702757
197038,"001","092I082","0","0",982493
197039,"001","092I082","0","0",834446
197040,"001","092I082","0","0",619929
197042,"001","092I082","0","0",817410
197043,"001","092I082","0","0",28547
197044,"001","092I082","0","0",829651
197045,"001","092I082","0","0",956023
197046,"001","092I082","0","0",647781
197047,"001","092I082","0","0",790918
197049,"001","092I082","0","0",949756
197050,"001","092I082","0","0",875751
197051,"001","092I082","0","0",775933
197052,"001","092I082","0","0",739980
197053,"001","092I082","0","0",705365
197054,"001","092I082","0","0",759749
197055,"001","092I082","0","0",933774
197056,"001","092I082","0","0",967690
197057,"001","092I082","0","0",730955
197058,"001","092I082","0","0",657702
197060,"001","092I082","0","0",987465
197061,"001","092I082","0","0",963713
197062,"001","092I082","0","0",799974
197063,"001","092I082","0","0",786001
197064,"001","092I082","0","0",14863
197065,"001","092I082","0","0",757547
197066,"001","092I082","0","0",787478
197067,"001","092I082","0","0",671918
197068,"001","092I082","0","0",703942
197069,"001","092I082","0","0",815905
197070,"001","092I082","0","0",735364
197071,"001","092I082","0","0",723832
197072,"001","092I082","0","0",868462
197073,"001","092I082","0","0",907860
197074,"001","092I082","0","0",841820
197075,"001","092I082","0","0",733489
197077,"001","092I082","0","0",682931
197078,"001","092I082","0","0",715638
197079,"001","092I082","0","0",825793
197081,"001","092I082","0","0",807629
197082,"001","092I082","0","0",662930
197083,"001","092I082","0","0",798733
197084,"001","092I082","0","0",784859
197085,"001","092I082","0","0",26662
197086,"001","092I082","0","0",789688
197087,"001","092I082","0","0",914767
197088,"001","092I082","0","0",936698
197089,"001","092I082","0","0",921915
197090,"001","092I082","0","0",848495
197091,"001","092I082","0","0",894622
197092,"001","092I082","0","0",756659
197093,"001","092I082","0","0",673766
197094,"001","092I082","0","0",948831
197095,"001","092I082","0","0",790848
197096,"001","092I082","0","0",635973
197097,"001","092I082","0","0",759971
197098,"001","092I082","0","0",978992
197099,"001","092I082","0","0",956382
197100,"001","092I082","0","0",734704
197101,"001","092I082","0","0",868940
197102,"001","092I082","0","0",652865
197103,"001","092I082","0","0",766788
197104,"001","092I082","0","0",849364
197105,"001","092I082","0","0",942764
197106,"001","092I082","0","0",999027
197107,"001","092I082","0","0",777699
197108,"001","092I082","0","0",820720
197109,"001","092I082","0","0",822742
197110,"001","092I082","0","0",959834
197111,"001","092I082","0","0",874377
197112,"001","092I082","0","0",686822
197113,"001","092I082","0","0",671865
197114,"001","092I082","0","0",985985
197115,"001","092I082","0","0",964988
197116,"001","092I082","0","0",721361
197117,"001","092I082","0","0",785776
197118,"001","092I082","0","0",720877
197119,"001","092I082","0","0",724733
197120,"001","092I082","0","0",663820
197121,"001","092I082","0","0",861966
197122,"001","092I082","0","0",731542
197123,"001","092I082","0","0",27602
197124,"001","092I082","0","0",892644
197125,"001","092I082","0","0",774811
197126,"001","092I082","0","0",971849
197127,"001","092I082","0","0",993860
197128,"001","092I082","0","0",674679
197129,"001","092I082","0","0",785792
197130,"001","092I082","0","0",775582
197131,"001","092I082","0","0",845531
197132,"001","092I082","0","0",642943
197133,"001","092I082","0","0",706947
197134,"001","092I082","0","0",700530
197136,"001","092I082","0","0",795387
197137,"001","092I082","0","0",722941
197138,"001","092I082","0","0",777912
197139,"001","092I082","0","0",931397
197140,"001","092I082","0","0",999566
197141,"001","092I082","0","0",35559
197142,"001","092I082","0","0",988965
197143,"001","092I082","0","0",722935
197144,"001","092I082","0","0",719002
197145,"001","092I082","0","0",36554
197146,"001","092I082","0","0",951575
197147,"001","092I082","0","0",760822
197148,"001","092I082","0","0",8931
197149,"001","092I082","0","0",667992
197150,"001","092I082","0","0",754407
197151,"001","092I082","0","0",918927
197152,"001","092I082","0","0",904986
197153,"001","092I082","0","0",640802
197154,"001","092I082","0","0",877727
197155,"001","092I082","0","0",11645
197156,"001","092I082","0","0",663714
197157,"001","092I082","0","0",970567
197158,"001","092I082","0","0",875663
197159,"001","092I082","0","0",825704
197160,"001","092I082","0","0",943781
197161,"001","092I082","0","0",811631
197162,"001","092I082","0","0",903602
197163,"001","092I082","0","0",906716
197164,"001","092I082","0","0",920852
197165,"001","092I082","0","0",958894
197166,"001","092I082","0","0",761694
197167,"001","092I082","0","0",925396
197168,"001","092I082","0","0",839596
197169,"001","092I082","0","0",832514
197170,"001","092I082","0","0",741656
197171,"001","092I082","0","0",840950
197172,"001","092I082","0","0",727587
197173,"001","092I082","0","0",873876
197174,"001","092I082","0","0",817753
197176,"001","092I082","0","0",998656
197177,"001","092I082","0","0",685834
197178,"001","092I082","0","0",931978
197179,"001","092I082","0","0",915993
197180,"001","092I082","0","0",831628
197181,"001","092I082","0","0",813574
197182,"001","092I082","0","0",924571
197183,"001","092I082","0","0",743714
197184,"001","092I082","0","0",766934
197185,"001","092I082","0","0",624800
197186,"001","092I082","0","0",988583
197187,"001","092I082","0","0",720779
197188,"001","092I082","0","0",717374
197189,"001","092I082","0","0",929013
197190,"001","092I082","0","0",726363
197191,"001","092I082","0","0",991413
197192,"001","092I082","0","0",869675
197193,"001","092I082","0","0",868704
197194,"001","092I082","0","0",888407
197195,"001","092I082","0","0",715678
197196,"001","092I082","0","0",888959
197197,"001","092I082","0","0",739377
197198,"001","092I082","0","0",714756
197199,"001","092I082","0","0",763874
197200,"001","092I082","0","0",740488
197201,"001","092I082","0","0",781369
197202,"001","092I082","0","0",895669
197203,"001","092I082","0","0",873785
197204,"001","092I082","0","0",932841
197205,"001","092I082","0","0",724840
197206,"001","092I082","0","0",677354
197207,"001","092I082","0","0",907733
197208,"001","092I082","0","0",999817
197209,"001","092I082","0","0",751011
197210,"001","092I082","0","0",857586
197211,"001","092I082","0","0",748669
197212,"001","092I082","0","0",836939
197213,"001","092I082","0","0",9750
197214,"001","092I082","0","0",998694
197215,"001","092I082","0","0",850480
197216,"001","092I082","0","0",868952
197217,"001","092I082","0","0",912419
197218,"001","092I082","0","0",938471
197219,"001","092I082","0","0",709509
197221,"001","092I082","0","0",42448
197222,"001","092I082","0","0",663788
197223,"001","092I082","0","0",960802
197224,"001","092I082","0","0",845402
197225,"001","092I082","0","0",867395
197226,"001","092I082","0","0",683778
197227,"001","092I082","0","0",764520
197228,"001","092I082","0","0",658723
197229,"001","092I082","0","0",774008
197230,"001","092I082","0","0",688976
197231,"001","092I082","0","0",886524
197232,"001","092I082","0","0",835387
197233,"001","092I082","0","0",832668
197234,"001","092I082","0","0",963449
197235,"001","092I082","0","0",770536
197236,"001","092I082","0","0",767941
197237,"001","092I082","0","0",729778
197238,"001","092I082","0","0",625839
197240,"001","092I082","0","0",23618
197242,"001","092I082","0","0",911737
197243,"001","092I082","0","0",857929
197244,"001","092I082","0","0",764856
197245,"001","092I082","0","0",883453
197246,"001","092I082","0","0",18837
197247,"001","092I082","0","0",720816
197248,"001","092I082","0","0",715899
197249,"001","092I082","0","0",766421
197250,"001","092I082","0","0",959540
197251,"001","092I082","0","0",697727
197252,"001","092I082","0","0",810720
197253,"001","092I082","0","0",35541
197254,"001","092I082","0","0",798926
197255,"001","092I082","0","0",9413
197256,"001","092I082","0","0",878634
197257,"001","092I082","0","0",779789
197258,"001","092I082","0","0",974867
197259,"001","092I082","0","0",922018
197260,"001","092I082","0","0",732653
197261,"001","092I082","0","0",749788
197262,"001","092I082","0","0",746813
197263,"001","092I082","0","0",731870
197264,"001","092I082","0","0",684796
197265,"001","092I082","0","0",634905
197266,"001","092I082","0","0",996552
197267,"001","092I082","0","0",793704
197268,"001","092I082","0","0",779666
197270,"001","092I082","0","0",10847
197271,"001","092I082","0","0",663900
197272,"001","092I082","0","0",714873
197273,"001","092I082","0","0",989787
197274,"001","092I082","0","0",947377
197275,"001","092I082","0","0",725749
197276,"001","092I082","0","0",844368
197277,"001","092I082","0","0",818520
197278,"001","092I082","0","0",831882
197279,"001","092I082","0","0",927764
197280,"001","092I082","0","0",961747
197281,"001","092I082","0","0",976824
197282,"001","092I082","0","0",19814
197283,"001","092I082","0","0",991797
197284,"001","092I082","0","0",725976
197285,"001","092I082","0","0",945624
197286,"001","092I082","0","0",765771
197287,"001","092I082","0","0",743871
197288,"001","092I082","0","0",693925
197290,"001","092I082","0","0",796370
197291,"001","092I082","0","0",647894
197292,"001","092I082","0","0",796626
197293,"001","092I082","0","0",700682
197294,"001","092I082","0","0",951749
197295,"001","092I082","0","0",984656
197296,"001","092I082","0","0",917492
197297,"001","092I082","0","0",15658
197298,"001","092I082","0","0",861735
197299,"001","092I082","0","0",982801
197300,"001","092I082","0","0",675902
197301,"001","092I082","0","0",682855
197302,"001","092I082","0","0",16436
197303,"001","092I082","0","0",975677
197304,"001","092I082","0","0",904954
197305,"001","092I082","0","0",656694
197306,"001","092I082","0","0",879404
197308,"001","092I082","0","0",786805
197310,"001","092I082","0","0",754996
197311,"001","092I082","0","0",770739
197312,"001","092I082","0","0",730858
197313,"001","092I082","0","0",723916
197314,"001","092I082","0","0",866862
197315,"001","092I082","0","0",821836
197316,"001","092I082","0","0",782934
197317,"001","092I082","0","0",810384
197318,"001","092I082","0","0",15514
197319,"001","092I082","0","0",949842
197320,"001","092I082","0","0",872685
197321,"001","092I082","0","0",798843
197322,"001","092I082","0","0",733971
197323,"001","092I082","0","0",706499
197324,"001","092I082","0","0",11564
197325,"001","092I082","0","0",638814
197326,"001","092I082","0","0",4868
197327,"001","092I082","0","0",748916
197328,"001","092I082","0","0",738000
197329,"001","092I082","0","0",891718
197330,"001","092I082","0","0",754519
197331,"001","092I082","0","0",43388
197332,"001","092I082","0","0",766365
197333,"001","092I082","0","0",25404
197334,"001","092I082","0","0",770924
197335,"001","092I082","0","0",847753
197336,"001","092I082","0","0",694661
197337,"001","092I082","0","0",980769
197338,"001","092I082","0","0",918625
197339,"001","092I082","0","0",849686
197340,"001","092I082","0","0",986512
197341,"001","092I082","0","0",969652
197342,"001","092I082","0","0",826756
197343,"001","092I082","0","0",9486
197344,"001","092I082","0","0",21461
197345,"001","092I082","0","0",855775
197346,"001","092I082","0","0",757360
197347,"001","092I082","0","0",930419
197348,"001","092I082","0","0",976517
197349,"001","092I082","0","0",936751
197350,"001","092I082","0","0",942712
197351,"001","092I082","0","0",685883
197352,"001","092I082","0","0",823734
197353,"001","092I082","0","0",784575
197354,"001","092I082","0","0",817535
197355,"001","092I082","0","0",24571
197356,"001","092I082","0","0",848793
197357,"001","092I082","0","0",842681
197358,"001","092I082","0","0",764548
197359,"001","092I082","0","0",773732
197360,"001","092I082","0","0",860601
197361,"001","092I082","0","0",709896
197362,"001","092I082","0","0",944615
197363,"001","092I082","0","0",931727
197364,"001","092I082","0","0",937677
197365,"001","092I082","0","0",835924
197366,"001","092I082","0","0",999914
197367,"001","092I082","0","0",728524
197368,"001","092I082","0","0",734423
197369,"001","092I082","0","0",733510
197370,"001","092I082","0","0",933652
197371,"001","092I082","0","0",966728
197372,"001","092I082","0","0",912843
197373,"001","092I082","0","0",832370
197374,"001","092I082","0","0",903878
197375,"001","092I082","0","0",786826
197376,"001","092I082","0","0",834857
197377,"001","092I082","0","0",742489
197378,"001","092I082","0","0",841624
197379,"001","092I082","0","0",769876
197380,"001","092I082","0","0",12910
197381,"001","092I082","0","0",694905
197382,"001","092I082","0","0",661936
197383,"001","092I082","0","0",752612
197384,"001","092I082","0","0",632876
197385,"001","092I082","0","0",965020
197386,"001","092I082","0","0",709725
197387,"001","092I082","0","0",760714
197388,"001","092I082","0","0",784712
197389,"001","092I082","0","0",962871
197390,"001","092I082","0","0",764377
197391,"001","092I082","0","0",780382
197392,"001","092I082","0","0",792779
197394,"001","092I082","0","0",877595
197395,"001","092I082","0","0",642989
197396,"001","092I082","0","0",763624
197397,"001","092I082","0","0",678754
197398,"001","092I082","0","0",885615
197399,"001","092I082","0","0",961435
197400,"001","092I082","0","0",784875
197401,"001","092I082","0","0",626843
197402,"001","092I082","0","0",954992
197403,"001","092I082","0","0",862708
197404,"001","092I082","0","0",752827
197405,"001","092I082","0","0",698822
197406,"001","092I082","0","0",852397
197407,"001","092I082","0","0",945440
197408,"001","092I082","0","0",757455
197409,"001","092I082","0","0",903823
197410,"001","092I082","0","0",707871
197411,"001","092I082","0","0",804775
197412,"001","092I082","0","0",38410
197413,"001","092I082","0","0",987687
197414,"001","092I082","0","0",794519
197415,"001","092I082","0","0",7777
197416,"001","092I082","0","0",801902
197417,"001","092I082","0","0",814800
197418,"001","092I082","0","0",789897
197419,"001","092I082","0","0",937953
197420,"001","092I082","0","0",636982
197421,"001","092I082","0","0",34512
197422,"001","092I082","0","0",924831
197423,"001","092I082","0","0",11791
197424,"001","092I082","0","0",775675
197425,"001","092I082","0","0",995445
197426,"001","092I082","0","0",693356
197427,"001","092I082","0","0",774444
197428,"001","092I082","0","0",710632
197429,"001","092I082","0","0",18844
197430,"001","092I082","0","0",761897
197431,"001","092I082","0","0",714696
197432,"001","092I082","0","0",25753
197433,"001","092I082","0","0",733009
