POLYGON_RCRD_ID,MAINTAINER,MAP_ID,MAP_QUAD,MAP_SUB_QUAD,POLYGON_ID 
197434,"001","092I082","0","0",812996
197435,"001","092I082","0","0",795914
197436,"001","092I082","0","0",3661
197437,"001","092I082","0","0",846566
197438,"001","092I082","0","0",669985
197439,"001","092I082","0","0",969767
197440,"001","092I082","0","0",897401
197441,"001","092I082","0","0",989557
197442,"001","092I082","0","0",738398
197443,"001","092I082","0","0",20592
197444,"001","092I082","0","0",856631
197446,"001","092I082","0","0",967697
197447,"001","092I082","0","0",731606
197448,"001","092I082","0","0",629831
197449,"001","092I082","0","0",697755
197450,"001","092I082","0","0",933821
197451,"001","092I082","0","0",951006
197452,"001","092I082","0","0",785595
197453,"001","092I082","0","0",888581
197454,"001","092I082","0","0",909901
197455,"001","092I082","0","0",942910
197456,"001","092I082","0","0",3913
197457,"001","092I082","0","0",750962
197458,"001","092I082","0","0",794475
197459,"001","092I082","0","0",852854
197460,"001","092I082","0","0",890926
197461,"001","092I082","0","0",646354
197462,"001","092I082","0","0",803748
197463,"001","092I082","0","0",755814
197464,"001","092I082","0","0",771746
197465,"001","092I082","0","0",846921
197466,"001","092I082","0","0",647887
197467,"001","092I082","0","0",837740
197468,"001","092I082","0","0",720706
197469,"001","092I082","0","0",764577
197470,"001","092I082","0","0",792583
197471,"001","092I082","0","0",951428
197472,"001","092I082","0","0",797397
197473,"001","092I082","0","0",29578
197474,"001","092I082","0","0",920617
197475,"001","092I082","0","0",972947
197477,"001","092I082","0","0",912374
197478,"001","092I082","0","0",1831
197479,"001","092I082","0","0",10713
197480,"001","092I082","0","0",637854
197481,"001","092I082","0","0",717603
197482,"001","092I082","0","0",760423
197483,"001","092I082","0","0",786446
197484,"001","092I082","0","0",944501
197485,"001","092I082","0","0",805735
197486,"001","092I082","0","0",751467
197487,"001","092I082","0","0",911674
197488,"001","092I082","0","0",761640
197489,"001","092I082","0","0",944804
197490,"001","092I082","0","0",782967
197491,"001","092I082","0","0",861376
197492,"001","092I082","0","0",898551
197493,"001","092I082","0","0",773882
197494,"001","092I082","0","0",817822
197495,"001","092I082","0","0",673778
197496,"001","092I082","0","0",32635
197497,"001","092I082","0","0",976924
197498,"001","092I082","0","0",48379
197499,"001","092I082","0","0",32532
197501,"001","092I082","0","0",664731
197502,"001","092I082","0","0",975606
197503,"001","092I082","0","0",686736
197504,"001","092I082","0","0",847705
197510,"001","092I082","0","0",594516
197513,"001","092I082","0","0",585424
197514,"001","092I082","0","0",625919
197525,"001","092I082","0","0",685357
197531,"001","092I082","0","0",676662
197532,"001","092I082","0","0",668601
197542,"001","092I082","0","0",667762
197544,"001","092I082","0","0",600460
197552,"001","092I082","0","0",584385
197554,"001","092I082","0","0",592494
197566,"001","092I082","0","0",611597
197567,"001","092I082","0","0",624434
197568,"001","092I082","0","0",593574
197576,"001","092I082","0","0",571449
197577,"001","092I082","0","0",616005
197582,"001","092I082","0","0",611733
197598,"001","092I082","0","0",742462
197601,"001","092I082","0","0",584450
197602,"001","092I082","0","0",722388
197608,"001","092I082","0","0",613795
197609,"001","092I082","0","0",631879
197616,"001","092I082","0","0",565602
197632,"001","092I082","0","0",559978
197634,"001","092I082","0","0",564454
197639,"001","092I082","0","0",575606
197641,"001","092I082","0","0",620514
197646,"001","092I082","0","0",659753
197649,"001","092I082","0","0",592939
197653,"001","092I082","0","0",689367
197657,"001","092I082","0","0",575820
197661,"001","092I082","0","0",732468
197663,"001","092I082","0","0",593473
197665,"001","092I082","0","0",647702
197670,"001","092I082","0","0",731428
197680,"001","092I082","0","0",621913
197682,"001","092I082","0","0",567410
197684,"001","092I082","0","0",695389
197687,"001","092I082","0","0",696471
197692,"001","092I082","0","0",609647
197699,"001","092I082","0","0",559562
197706,"001","092I082","0","0",623701
197707,"001","092I082","0","0",618359
197709,"001","092I082","0","0",545737
197713,"001","092I082","0","0",723432
197716,"001","092I082","0","0",583623
197717,"001","092I082","0","0",599373
197725,"001","092I082","0","0",647467
197727,"001","092I082","0","0",586353
197731,"001","092I082","0","0",582526
197737,"001","092I082","0","0",576514
197744,"001","092I082","0","0",590889
197749,"001","092I082","0","0",614940
197757,"001","092I082","0","0",615494
197764,"001","092I082","0","0",612549
197768,"001","092I082","0","0",569494
197774,"001","092I082","0","0",586730
197776,"001","092I082","0","0",746486
197778,"001","092I082","0","0",563363
197779,"001","092I082","0","0",604427
197780,"001","092I082","0","0",652716
197781,"001","092I082","0","0",705389
197785,"001","092I082","0","0",617828
197793,"001","092I082","0","0",577862
197802,"001","092I082","0","0",743477
197809,"001","092I082","0","0",593973
197818,"001","092I082","0","0",686548
197819,"001","092I082","0","0",669383
197821,"001","092I082","0","0",601455
197824,"001","092I082","0","0",615881
197835,"001","092I082","0","0",564543
197840,"001","092I082","0","0",638381
197843,"001","092I082","0","0",572765
197857,"001","092I082","0","0",610395
197867,"001","092I082","0","0",623860
197868,"001","092I082","0","0",582970
197870,"001","092I082","0","0",654549
197872,"001","092I082","0","0",602004
197873,"001","092I082","0","0",615987
197879,"001","092I082","0","0",623979
197881,"001","092I082","0","0",578914
197883,"001","092I082","0","0",597401
197885,"001","092I082","0","0",651446
197900,"001","092I082","0","0",668641
197902,"001","092I082","0","0",618851
197904,"001","092I082","0","0",656524
197909,"001","092I082","0","0",730398
197919,"001","092I082","0","0",580359
197927,"001","092I082","0","0",687426
197929,"001","092I082","0","0",695554
197941,"001","092I082","0","0",611861
197942,"001","092I082","0","0",708408
197944,"001","092I082","0","0",608509
197945,"001","092I082","0","0",600446
197950,"001","092I082","0","0",582539
197951,"001","092I082","0","0",673495
197952,"001","092I082","0","0",708430
197956,"001","092I083","0","0",207027
197961,"001","092I083","0","0",129439
197963,"001","092I083","0","0",207477
197965,"001","092I083","0","0",23864
197968,"001","092I083","0","0",169655
197970,"001","092I083","0","0",227830
197972,"001","092I083","0","0",147476
197974,"001","092I083","0","0",33811
197975,"001","092I083","0","0",78536
197976,"001","092I083","0","0",66500
197996,"001","092I083","0","0",83698
197999,"001","092I083","0","0",55419
198000,"001","092I083","0","0",208971
198003,"001","092I083","0","0",54617
198006,"001","092I083","0","0",148779
198015,"001","092I083","0","0",190037
198022,"001","092I083","0","0",207558
198025,"001","092I083","0","0",55751
198026,"001","092I083","0","0",176796
198029,"001","092I083","0","0",14992
198033,"001","092I083","0","0",124455
198034,"001","092I083","0","0",76985
198035,"001","092I083","0","0",166554
198036,"001","092I083","0","0",36619
198037,"001","092I083","0","0",84532
198044,"001","092I083","0","0",205654
198046,"001","092I083","0","0",200881
198047,"001","092I083","0","0",95807
198054,"001","092I083","0","0",52453
198060,"001","092I083","0","0",206747
198062,"001","092I083","0","0",118561
198065,"001","092I083","0","0",170419
198068,"001","092I083","0","0",100411
198072,"001","092I083","0","0",81504
198075,"001","092I083","0","0",99674
198076,"001","092I083","0","0",150805
198077,"001","092I083","0","0",172749
198078,"001","092I083","0","0",112412
198081,"001","092I083","0","0",74440
198087,"001","092I083","0","0",214929
198088,"001","092I083","0","0",102718
198092,"001","092I083","0","0",142649
198093,"001","092I083","0","0",49739
198095,"001","092I083","0","0",188675
198097,"001","092I083","0","0",68616
198098,"001","092I083","0","0",201770
198102,"001","092I083","0","0",29771
198103,"001","092I083","0","0",270833
198104,"001","092I083","0","0",156754
198109,"001","092I083","0","0",218656
198121,"001","092I083","0","0",204560
198134,"001","092I083","0","0",164800
198142,"001","092I083","0","0",240834
198149,"001","092I083","0","0",157418
198150,"001","092I083","0","0",69400
198151,"001","092I083","0","0",210404
198156,"001","092I083","0","0",140985
198165,"001","092I083","0","0",130811
198166,"001","092I083","0","0",27783
198171,"001","092I083","0","0",127857
198174,"001","092I083","0","0",86487
198175,"001","092I083","0","0",157457
198177,"001","092I083","0","0",40871
198185,"001","092I083","0","0",204791
198197,"001","092I083","0","0",213852
198200,"001","092I083","0","0",180576
198201,"001","092I083","0","0",51472
198202,"001","092I083","0","0",69845
198203,"001","092I083","0","0",240594
198217,"001","092I083","0","0",129709
198218,"001","092I083","0","0",114915
198219,"001","092I083","0","0",27849
198228,"001","092I083","0","0",135643
198229,"001","092I083","0","0",216665
198230,"001","092I083","0","0",96647
198234,"001","092I083","0","0",189846
198237,"001","092I083","0","0",61777
198238,"001","092I083","0","0",99834
198248,"001","092I083","0","0",43562
198251,"001","092I083","0","0",235673
198259,"001","092I083","0","0",44891
198260,"001","092I083","0","0",61825
198266,"001","092I083","0","0",71758
198267,"001","092I083","0","0",29992
198269,"001","092I083","0","0",185767
198276,"001","092I083","0","0",26967
198277,"001","092I083","0","0",275731
198279,"001","092I083","0","0",154721
198282,"001","092I083","0","0",163757
198286,"001","092I083","0","0",166445
198290,"001","092I083","0","0",185939
198295,"001","092I083","0","0",133405
198296,"001","092I083","0","0",102783
198297,"001","092I083","0","0",210677
198300,"001","092I083","0","0",90976
198304,"001","092I083","0","0",56403
198306,"001","092I083","0","0",205456
198309,"001","092I083","0","0",166747
198314,"001","092I083","0","0",298015
198317,"001","092I083","0","0",108016
198320,"001","092I083","0","0",192040
198322,"001","092I083","0","0",198394
198326,"001","092I083","0","0",242717
198328,"001","092I083","0","0",238869
198330,"001","092I083","0","0",46539
198341,"001","092I083","0","0",61717
198345,"001","092I083","0","0",110519
198348,"001","092I083","0","0",182642
198352,"001","092I083","0","0",91711
198353,"001","092I083","0","0",194629
198356,"001","092I083","0","0",248550
198357,"001","092I083","0","0",36742
198361,"001","092I083","0","0",85496
198368,"001","092I083","0","0",124704
198372,"001","092I083","0","0",199510
198379,"001","092I083","0","0",226530
198380,"001","092I083","0","0",28790
198386,"001","092I083","0","0",44471
198391,"001","092I083","0","0",226850
198394,"001","092I083","0","0",68544
198397,"001","092I083","0","0",52910
198398,"001","092I083","0","0",95758
198404,"001","092I083","0","0",234737
198409,"001","092I083","0","0",137771
198410,"001","092I083","0","0",36963
198413,"001","092I083","0","0",23892
198420,"001","092I083","0","0",68378
198421,"001","092I083","0","0",38590
198422,"001","092I083","0","0",182423
198423,"001","092I083","0","0",105476
198429,"001","092I083","0","0",219401
198432,"001","092I083","0","0",192819
198437,"001","092I083","0","0",71668
198441,"001","092I083","0","0",141742
198444,"001","092I083","0","0",46574
198445,"001","092I083","0","0",112805
198446,"001","092I083","0","0",61744
198452,"001","092I083","0","0",71915
198455,"001","092I083","0","0",217612
198456,"001","092I083","0","0",159395
198459,"001","092I083","0","0",20913
198462,"001","092I083","0","0",56534
198463,"001","092I083","0","0",115748
198467,"001","092I083","0","0",114795
198470,"001","092I083","0","0",60906
198473,"001","092I083","0","0",167686
198477,"001","092I083","0","0",160630
198480,"001","092I083","0","0",54690
198481,"001","092I083","0","0",185724
198482,"001","092I083","0","0",95699
198488,"001","092I083","0","0",226453
198492,"001","092I083","0","0",79873
198495,"001","092I083","0","0",86464
198501,"001","092I083","0","0",186396
198512,"001","092I083","0","0",39987
198513,"001","092I083","0","0",49954
198519,"001","092I083","0","0",117814
198523,"001","092I083","0","0",88991
198528,"001","092I083","0","0",201040
198537,"001","092I083","0","0",205690
198540,"001","092I083","0","0",186492
198542,"001","092I083","0","0",140687
198544,"001","092I083","0","0",99768
198546,"001","092I083","0","0",168393
198554,"001","092I083","0","0",99819
198559,"001","092I083","0","0",137913
198564,"001","092I083","0","0",44506
198566,"001","092I083","0","0",29804
198574,"001","092I083","0","0",97594
198579,"001","092I083","0","0",228702
198580,"001","092I083","0","0",244637
198588,"001","092I083","0","0",175475
198609,"001","092I083","0","0",239985
198612,"001","092I083","0","0",121595
198614,"001","092I083","0","0",169614
198620,"001","092I083","0","0",175394
198621,"001","092I083","0","0",111648
198625,"001","092I083","0","0",114534
198626,"001","092I083","0","0",131736
198627,"001","092I083","0","0",66452
198629,"001","092I083","0","0",60871
198633,"001","092I083","0","0",42551
198641,"001","092I083","0","0",191413
198642,"001","092I083","0","0",276661
198645,"001","092I083","0","0",151413
198648,"001","092I083","0","0",22931
198652,"001","092I083","0","0",102723
198659,"001","092I083","0","0",204720
198660,"001","092I083","0","0",66805
198664,"001","092I083","0","0",178015
198666,"001","092I083","0","0",82411
198675,"001","092I083","0","0",37658
198680,"001","092I083","0","0",39685
198687,"001","092I083","0","0",82566
198690,"001","092I083","0","0",155709
198695,"001","092I083","0","0",169535
198696,"001","092I083","0","0",193689
198702,"001","092I083","0","0",103989
198703,"001","092I083","0","0",137678
198704,"001","092I083","0","0",141806
198707,"001","092I083","0","0",202412
198710,"001","092I083","0","0",80808
198716,"001","092I083","0","0",189567
198717,"001","092I083","0","0",78564
198724,"001","092I083","0","0",53498
198725,"001","092I083","0","0",148654
198746,"001","092I083","0","0",151613
198747,"001","092I083","0","0",36977
198750,"001","092I083","0","0",26881
198751,"001","092I083","0","0",217004
198752,"001","092I083","0","0",226401
198760,"001","092I083","0","0",155659
198761,"001","092I083","0","0",180750
198763,"001","092I083","0","0",89540
198771,"001","092I083","0","0",98429
198773,"001","092I083","0","0",195573
198775,"001","092I083","0","0",210694
198778,"001","092I083","0","0",63791
198785,"001","092I083","0","0",192473
198795,"001","092I083","0","0",113035
198796,"001","092I083","0","0",99577
198797,"001","092I083","0","0",43928
198798,"001","092I083","0","0",31919
198801,"001","092I083","0","0",59709
198802,"001","092I083","0","0",67565
198803,"001","092I083","0","0",181763
198804,"001","092I083","0","0",17932
198805,"001","092I083","0","0",241467
198807,"001","092I083","0","0",88810
198813,"001","092I083","0","0",131564
198815,"001","092I083","0","0",157587
198820,"001","092I083","0","0",131798
198822,"001","092I083","0","0",159554
198825,"001","092I083","0","0",57385
198830,"001","092I083","0","0",214872
198833,"001","092I083","0","0",55932
198841,"001","092I083","0","0",81706
198844,"001","092I083","0","0",232588
198845,"001","092I083","0","0",35955
198854,"001","092I083","0","0",113729
198856,"001","092I083","0","0",241653
198857,"001","092I083","0","0",140580
198862,"001","092I083","0","0",42623
198868,"001","092I083","0","0",45005
198875,"001","092I083","0","0",36829
198879,"001","092I083","0","0",229395
198889,"001","092I083","0","0",230556
198890,"001","092I083","0","0",225721
198894,"001","092I083","0","0",46525
198901,"001","092I083","0","0",69891
198902,"001","092I083","0","0",163484
198903,"001","092I083","0","0",94825
198904,"001","092I083","0","0",74475
198907,"001","092I083","0","0",226488
206532,"001","092I092","0","0",801073
206536,"001","092I092","0","0",685038
206544,"001","092I092","0","0",857085
206545,"001","092I092","0","0",737022
206547,"001","092I092","0","0",809027
206548,"001","092I092","0","0",1086
206550,"001","092I092","0","0",869094
206553,"001","092I092","0","0",720070
206557,"001","092I092","0","0",996037
206559,"001","092I092","0","0",804019
206567,"001","092I092","0","0",867071
206568,"001","092I092","0","0",990066
206575,"001","092I092","0","0",668013
206576,"001","092I092","0","0",954037
206583,"001","092I092","0","0",996164
206584,"001","092I092","0","0",2053
206587,"001","092I092","0","0",786057
206589,"001","092I092","0","0",637059
206606,"001","092I092","0","0",993187
206607,"001","092I092","0","0",948159
206612,"001","092I092","0","0",729019
206614,"001","092I092","0","0",819053
206615,"001","092I092","0","0",985185
206618,"001","092I092","0","0",987102
206619,"001","092I092","0","0",790060
206621,"001","092I092","0","0",998120
206623,"001","092I092","0","0",643017
206628,"001","092I092","0","0",861170
206635,"001","092I092","0","0",984049
206646,"001","092I092","0","0",678063
206647,"001","092I092","0","0",706071
206652,"001","092I092","0","0",901170
206656,"001","092I092","0","0",896094
206662,"001","092I092","0","0",997034
206663,"001","092I092","0","0",968094
206664,"001","092I092","0","0",851037
206669,"001","092I092","0","0",929106
206670,"001","092I092","0","0",878120
206676,"001","092I092","0","0",886046
206682,"001","092I092","0","0",829111
206683,"001","092I092","0","0",900142
206685,"001","092I092","0","0",887111
206689,"001","092I092","0","0",889079
206690,"001","092I092","0","0",730081
206696,"001","092I092","0","0",875106
206697,"001","092I092","0","0",795105
206698,"001","092I092","0","0",918151
206707,"001","092I092","0","0",818021
206708,"001","092I092","0","0",772118
206710,"001","092I092","0","0",4072
206712,"001","092I092","0","0",885095
206715,"001","092I092","0","0",869148
206716,"001","092I092","0","0",688021
206718,"001","092I092","0","0",775024
206724,"001","092I092","0","0",747065
206725,"001","092I092","0","0",907043
206732,"001","092I092","0","0",813191
206734,"001","092I092","0","0",811174
206737,"001","092I092","0","0",818084
206738,"001","092I092","0","0",844082
206740,"001","092I092","0","0",699056
206741,"001","092I092","0","0",944029
206743,"001","092I092","0","0",6033
206749,"001","092I092","0","0",1154
206754,"001","092I092","0","0",930198
206757,"001","092I092","0","0",832123
206758,"001","092I092","0","0",888171
206765,"001","092I092","0","0",804043
206771,"001","092I092","0","0",783135
206775,"001","092I092","0","0",645040
206779,"001","092I092","0","0",637031
206780,"001","092I092","0","0",922027
206785,"001","092I092","0","0",638053
206788,"001","092I092","0","0",971029
206789,"001","092I092","0","0",850053
206793,"001","092I092","0","0",813147
206794,"001","092I092","0","0",973038
206796,"001","092I092","0","0",848125
206797,"001","092I092","0","0",813110
206798,"001","092I092","0","0",646073
206801,"001","092I092","0","0",913193
206810,"001","092I092","0","0",988151
206818,"001","092I092","0","0",885032
206822,"001","092I092","0","0",771050
206824,"001","092I092","0","0",912140
206826,"001","092I092","0","0",947168
206832,"001","092I092","0","0",950134
206833,"001","092I092","0","0",922039
206847,"001","092I092","0","0",995170
206848,"001","092I092","0","0",879071
206851,"001","092I092","0","0",972129
206863,"001","092I092","0","0",962113
206866,"001","092I092","0","0",916092
206871,"001","092I092","0","0",851081
206872,"001","092I092","0","0",827022
206876,"001","092I092","0","0",841182
206879,"001","092I092","0","0",936075
206882,"001","092I092","0","0",754093
206884,"001","092I092","0","0",954108
206888,"001","092I092","0","0",756040
206889,"001","092I092","0","0",2100
206891,"001","092I092","0","0",946127
206898,"001","092I092","0","0",953187
206901,"001","092I092","0","0",935107
206906,"001","092I092","0","0",720028
206917,"001","092I092","0","0",870186
206918,"001","092I092","0","0",779093
206919,"001","092I092","0","0",995135
206925,"001","092I092","0","0",840095
206937,"001","092I092","0","0",779035
206941,"001","092I092","0","0",954061
206947,"001","092I092","0","0",939053
206951,"001","092I092","0","0",664016
206952,"001","092I092","0","0",741014
206955,"001","092I092","0","0",861061
206968,"001","092I092","0","0",589096
206971,"001","092I092","0","0",633125
206972,"001","092I092","0","0",610076
206975,"001","092I092","0","0",635070
206979,"001","092I092","0","0",626051
206982,"001","092I092","0","0",645121
207001,"001","092I092","0","0",572092
207002,"001","092I092","0","0",723148
207022,"001","092I092","0","0",577075
207041,"001","092I092","0","0",595025
207043,"001","092I092","0","0",605057
207047,"001","092I092","0","0",720185
207050,"001","092I092","0","0",671129
207059,"001","092I092","0","0",594084
207067,"001","092I092","0","0",642098
207076,"001","092I092","0","0",669088
207090,"001","092I092","0","0",522076
207097,"001","092I092","0","0",750187
207124,"001","092I092","0","0",588077
207125,"001","092I092","0","0",630175
207131,"001","092I092","0","0",588141
207134,"001","092I092","0","0",554037
207139,"001","092I092","0","0",564151
207159,"001","092I092","0","0",771197
207161,"001","092I092","0","0",723215
207170,"001","092I092","0","0",781154
207177,"001","092I092","0","0",705138
207182,"001","092I092","0","0",664195
207183,"001","092I092","0","0",766173
207188,"001","092I092","0","0",694124
207201,"001","092I092","0","0",628034
207203,"001","092I092","0","0",591106
207206,"001","092I092","0","0",622201
207214,"001","092I092","0","0",567129
207227,"001","092I092","0","0",608115
207228,"001","092I092","0","0",711139
207237,"001","092I092","0","0",580181
207243,"001","092I092","0","0",761123
207263,"001","092I092","0","0",575145
207267,"001","092I092","0","0",609020
207270,"001","092I092","0","0",750154
207286,"001","092I092","0","0",637158
207299,"001","092I092","0","0",780176
207315,"001","092I092","0","0",652136
207321,"001","092I092","0","0",685172
207325,"001","092I092","0","0",598187
207329,"001","092I092","0","0",596075
207339,"001","092I092","0","0",618170
207359,"001","092I092","0","0",615084
207360,"001","092I092","0","0",613202
207682,"001","092I093","0","0",43073
207690,"001","092I093","0","0",161166
207699,"001","092I093","0","0",6142
207701,"001","092I093","0","0",82141
207705,"001","092I093","0","0",69079
207746,"001","092I093","0","0",11078
207754,"001","092I093","0","0",135064
207772,"001","092I093","0","0",215054
207793,"001","092I093","0","0",28086
207818,"001","092I093","0","0",13129
207819,"001","092I093","0","0",21080
207833,"001","092I093","0","0",78082
207882,"001","092I093","0","0",119103
207883,"001","092I093","0","0",150137
207892,"001","092I093","0","0",107173
207893,"001","092I093","0","0",178041
207901,"001","092I093","0","0",110067
207909,"001","092I093","0","0",132040
207937,"001","092I093","0","0",23164
207950,"001","092I093","0","0",8193
207960,"001","092I093","0","0",120137
207984,"001","092I093","0","0",38132
207985,"001","092I093","0","0",232103
208014,"001","092I093","0","0",126048
208015,"001","092I093","0","0",83094
208016,"001","092I093","0","0",11060
208017,"001","092I093","0","0",145107
208046,"001","092I093","0","0",45155
208056,"001","092I093","0","0",167100
208060,"001","092I093","0","0",197182
208062,"001","092I093","0","0",145155
208063,"001","092I093","0","0",121178
208081,"001","092I093","0","0",191192
208093,"001","092I093","0","0",30171
208109,"001","092I093","0","0",74155
208123,"001","092I093","0","0",7095
208128,"001","092I093","0","0",91136
208161,"001","092I093","0","0",104037
208165,"001","092I093","0","0",226171
208183,"001","092I093","0","0",77186
208187,"001","092I093","0","0",14053
208193,"001","092I093","0","0",137195
208207,"001","092I093","0","0",45191
208245,"001","092I093","0","0",217046
208264,"001","092I093","0","0",83173
208268,"001","092I093","0","0",26146
208278,"001","092I093","0","0",73165
208280,"001","092I093","0","0",214175
208285,"001","092I093","0","0",107122
208288,"001","092I093","0","0",42102
208303,"001","092I093","0","0",182046
208310,"001","092I093","0","0",7155
208327,"001","092I093","0","0",30075
208331,"001","092I093","0","0",217193
208339,"001","092I093","0","0",87111
208359,"001","092I093","0","0",73059
208374,"001","092I093","0","0",138094
208386,"001","092I093","0","0",13181
208394,"001","092I093","0","0",1187
208395,"001","092I093","0","0",149063
208414,"001","092I093","0","0",29189
208415,"001","092I093","0","0",98157
208422,"001","092I093","0","0",22065
208428,"001","092I093","0","0",29054
208429,"001","092I093","0","0",101147
208436,"001","092I093","0","0",173179
208455,"001","092I093","0","0",47094
208463,"001","092I093","0","0",130180
208465,"001","092I093","0","0",131137
208473,"001","092I093","0","0",128196
208480,"001","092I093","0","0",58122
208494,"001","092I093","0","0",49166
