POLYGON_RCRD_ID,INVENTORY_STANDARD,MEASUREMENT_YEAR,FIZ,BEC_ZONE,PCT_STOCKABLE,NON_PROD_DESC,YIELD_FACTOR 
197436,"V",1997,,"AT",,,
197437,"V",1997,,"AT",,,
197438,"V",1997,,"AT",,,
197439,"V",1997,,"AT",,,
197440,"V",1997,,"AT",,,
197441,"V",1997,,"AT",,,
197442,"V",1997,,"AT",,,
197443,"V",1997,,"AT",,,
197444,"V",1997,,"AT",,,
197446,"V",1997,,"AT",,,
197447,"V",1997,,"AT",,,
197448,"V",1997,,"AT",,,
197449,"V",1997,,"AT",,,
197450,"V",1997,,"AT",,,
197451,"V",1997,,"AT",,,
197452,"V",1997,,"AT",,,
197453,"V",1997,,"AT",,,
197454,"V",1997,,"AT",,,
197455,"V",1997,,"AT",,,
197456,"V",1997,,"AT",,,
197457,"V",1997,,"AT",,,
197458,"V",1997,,"AT",,,
197459,"V",1997,,"AT",,,
197460,"V",1997,,"AT",,,
197461,"V",1997,,"AT",,,
197462,"V",1997,,"AT",,,
197463,"V",1997,,"AT",,,
197464,"V",1997,,"AT",,,
197465,"V",1997,,"AT",,,
197466,"V",1997,,"AT",,,
197467,"V",1997,,"AT",,,
197468,"V",1997,,"AT",,,
197469,"V",1997,,"AT",,,
197470,"V",1997,,"AT",,,
197471,"V",1997,,"AT",,,
197472,"V",1997,,"AT",,,
197473,"V",1997,,"AT",,,
197474,"V",1997,,"AT",,,
197475,"V",1997,,"AT",,,
197477,"V",1997,,"AT",,,
197478,"V",1997,,"AT",,,
197479,"V",1997,,"AT",,,
197480,"V",1997,,"AT",,,
197481,"V",1997,,"AT",,,
197482,"V",1997,,"AT",,,
197483,"V",1997,,"AT",,,
197484,"V",1997,,"AT",,,
197485,"V",1997,,"AT",,,
197486,"V",1997,,"AT",,,
197487,"V",1997,,"AT",,,
197488,"V",1997,,"AT",,,
197489,"V",1997,,"AT",,,
197490,"V",1997,,"AT",,,
197491,"V",1997,,"AT",,,
197492,"V",1997,,"AT",,,
197493,"V",1997,,"AT",,,
197494,"V",1997,,"AT",,,
197495,"V",1997,,"AT",,,
197496,"V",1997,,"AT",,,
197497,"V",1997,,"AT",,,
197498,"V",1997,,"AT",,,
197499,"V",1997,,"AT",,,
197501,"V",1997,,"AT",,,
197502,"V",1997,,"AT",,,
197503,"V",1997,,"AT",,,
197504,"V",1997,,"AT",,,
197510,"F",1997,,"AT",,,
197513,"F",1987,,"AT",,,
197514,"F",1992,,"AT",,"NP",
197525,"F",1992,,"AT",,,
197531,"F",1987,,"AT",,"NP",
197532,"F",1987,,"AT",,"NP",
197542,"F",1992,,"AT",,,
197544,"F",2000,,"AT",,,
197552,"F",1996,,"AT",,,
197554,"F",1997,,"AT",,,
197566,"F",1987,,"AT",,"NP",
197567,"F",1987,,"AT",,,
197568,"F",1987,,"AT",,,
197576,"F",1987,,"AT",,,
197577,"F",1970,,"AT",,,
197582,"F",1987,,"AT",,,
197598,"F",1995,,"AT",,,
197601,"F",2000,,"AT",,,
197602,"F",1992,,"AT",,"NP",
197608,"F",1987,,"AT",,,
197609,"F",1970,,"AT",,,
197616,"F",1987,,"AT",,,
197632,"F",1987,,"AT",,,
197634,"F",1987,,"AT",,,
197639,"F",1987,,"AT",,,
197641,"I",2005,,"AT",,,
197646,"F",1992,,"AT",,,
197649,"F",1987,,"AT",,,
197653,"F",1987,,"AT",,,
197657,"F",1987,,"AT",,"NP",
197661,"F",1987,,"AT",,,
197663,"F",1987,,"AT",,,
197665,"F",1992,,"AT",,,
197670,"F",1987,,"AT",,"NP",
197680,"F",1992,,"AT",,,
197682,"F",1996,,"AT",,,
197684,"F",1987,,"AT",,,
197687,"F",1987,,"AT",,,
197692,"F",1987,,"AT",,,
197699,"F",1987,,"AT",,,
197706,"F",1987,,"AT",,"NP",
197707,"F",1987,,"AT",,,
197709,"F",1987,,"AT",,"NP",
197713,"F",1987,,"AT",,,
197716,"F",1987,,"AT",,,
197717,"F",1987,,"AT",,,
197725,"F",1987,,"AT",,,
197727,"F",1987,,"AT",,,
197731,"I",1987,,"AT",,,
197737,"F",2000,,"AT",,,
197744,"F",1987,,"AT",,,
197749,"F",1987,,"AT",,,
197757,"F",1987,,"AT",,,
197764,"F",1987,,"AT",,,
197768,"F",1997,,"AT",,,
197774,"F",1987,,"AT",,,
197776,"F",1992,,"AT",,,
197778,"F",1987,,"AT",,,
197779,"F",1987,,"AT",,,
197780,"F",1992,,"AT",,,
197781,"F",1987,,"AT",,"NP",
197785,"F",1987,,"AT",,"NP",
197793,"F",1987,,"AT",,,
197802,"F",1992,,"AT",,"NP",
197809,"F",1987,,"AT",,,
197818,"F",1987,,"AT",,,
197819,"F",1987,,"AT",,,
197821,"F",2000,,"AT",,,
197824,"F",1987,,"AT",,,
197835,"F",1995,,"AT",,,
197840,"F",1987,,"AT",,,
197843,"F",1987,,"AT",,,
197857,"F",1997,,"AT",,,
197867,"F",1992,,"AT",,,
197868,"F",1987,,"AT",,,
197870,"F",1987,,"AT",,,
197872,"F",1987,,"AT",,,
197873,"F",1987,,"AT",,,
197879,"F",1987,,"AT",,,
197881,"F",1987,,"AT",,,
197883,"F",1987,,"AT",,,
197885,"F",1987,,"AT",,,
197900,"F",1987,,"AT",,,
197902,"F",1992,,"AT",,,
197904,"F",1987,,"AT",,"NP",
197909,"F",1992,,"AT",,,
197919,"F",1987,,"AT",,,
197927,"F",1987,,"AT",,,
197929,"F",1987,,"AT",,,
197941,"F",1987,,"AT",,,
197942,"F",1987,,"AT",,,
197944,"F",1987,,"AT",,,
197945,"F",2000,,"AT",,,
197950,"F",1987,,"AT",,,
197951,"F",1987,,"AT",,,
197952,"F",1987,,"AT",,,
197956,"V",1997,,"AT",,,
197961,"V",1997,,"AT",,,
197963,"V",1997,,"AT",,,
197965,"V",1997,,"AT",,,
197968,"V",1997,,"AT",,,
197970,"V",1997,,"AT",,,
197972,"V",1997,,"AT",,,
197974,"V",1997,,"AT",,,
197975,"V",1997,,"AT",,,
197976,"V",1997,,"AT",,,
197996,"V",1997,,"AT",,,
197999,"V",1997,,"AT",,,
198000,"V",1997,,"AT",,,
198003,"V",1997,,"AT",,,
198006,"V",1997,,"AT",,,
198015,"V",1997,,"AT",,,
198022,"V",1997,,"AT",,,
198025,"V",1997,,"AT",,,
198026,"V",1997,,"AT",,,
198029,"V",1997,,"AT",,,
198033,"V",1997,,"AT",,,
198034,"V",1997,,"AT",,,
198035,"V",1997,,"AT",,,
198036,"V",1997,,"AT",,,
198037,"V",1997,,"AT",,,
198044,"V",1997,,"AT",,,
198046,"V",1997,,"AT",,,
198047,"V",1997,,"AT",,,
198054,"V",1997,,"AT",,,
198060,"V",1997,,"AT",,,
198062,"V",1997,,"AT",,,
198065,"V",1997,,"AT",,,
198068,"V",1997,,"AT",,,
198072,"V",1997,,"AT",,,
198075,"V",1997,,"AT",,,
198076,"V",1997,,"AT",,,
198077,"V",1997,,"AT",,,
198078,"V",1997,,"AT",,,
198081,"V",1997,,"AT",,,
198087,"V",1997,,"AT",,,
198088,"V",1997,,"AT",,,
198092,"V",1997,,"AT",,,
198093,"V",1997,,"AT",,,
198095,"V",1997,,"AT",,,
198097,"V",1997,,"AT",,,
198098,"V",1997,,"AT",,,
198102,"V",1997,,"AT",,,
198103,"V",1997,,"AT",,,
198104,"V",1997,,"AT",,,
198109,"V",1997,,"AT",,,
198121,"V",1997,,"AT",,,
198134,"V",1997,,"AT",,,
198142,"V",1997,,"AT",,,
198149,"V",1997,,"AT",,,
198150,"V",1997,,"AT",,,
198151,"V",1997,,"AT",,,
198156,"V",1997,,"AT",,,
198165,"V",1997,,"AT",,,
198166,"V",1997,,"AT",,,
198171,"V",1997,,"AT",,,
198174,"V",1997,,"AT",,,
198175,"V",1997,,"AT",,,
198177,"V",1997,,"AT",,,
198185,"V",1997,,"AT",,,
198197,"V",1997,,"AT",,,
198200,"V",1997,,"AT",,,
198201,"V",1997,,"AT",,,
198202,"V",1997,,"AT",,,
198203,"V",1997,,"AT",,,
198217,"V",1997,,"AT",,,
198218,"V",1997,,"AT",,,
198219,"V",1997,,"AT",,,
198228,"V",1997,,"AT",,,
198229,"V",1997,,"AT",,,
198230,"V",1997,,"AT",,,
198234,"V",1997,,"AT",,,
198237,"V",1997,,"AT",,,
198238,"V",1997,,"AT",,,
198248,"V",1997,,"AT",,,
198251,"V",1997,,"AT",,,
198259,"V",1997,,"AT",,,
198260,"V",1997,,"AT",,,
198266,"V",1997,,"AT",,,
198267,"V",1997,,"AT",,,
198269,"V",1997,,"AT",,,
198276,"V",1997,,"AT",,,
198277,"V",1997,,"AT",,,
198279,"V",1997,,"AT",,,
198282,"V",1997,,"AT",,,
198286,"V",1997,,"AT",,,
198290,"V",1997,,"AT",,,
198295,"V",1997,,"AT",,,
198296,"V",1997,,"AT",,,
198297,"V",1997,,"AT",,,
198300,"V",1997,,"AT",,,
198304,"V",1997,,"AT",,,
198306,"V",1997,,"AT",,,
198309,"V",1997,,"AT",,,
198314,"V",1997,,"AT",,,
198317,"V",1997,,"AT",,,
198320,"V",1997,,"AT",,,
198322,"V",1997,,"AT",,,
198326,"V",1997,,"AT",,,
198328,"V",1997,,"AT",,,
198330,"V",1997,,"AT",,,
198341,"V",1997,,"AT",,,
198345,"V",1997,,"AT",,,
198348,"V",1997,,"AT",,,
198352,"V",1997,,"AT",,,
198353,"V",1997,,"AT",,,
198356,"V",1997,,"AT",,,
198357,"V",1997,,"AT",,,
198361,"V",1997,,"AT",,,
198368,"V",1997,,"AT",,,
198372,"V",1997,,"AT",,,
198379,"V",1997,,"AT",,,
198380,"V",1997,,"AT",,,
198386,"V",1997,,"AT",,,
198391,"V",1997,,"AT",,,
198394,"V",1997,,"AT",,,
198397,"V",1997,,"AT",,,
198398,"V",1997,,"AT",,,
198404,"V",1997,,"AT",,,
198409,"V",1997,,"AT",,,
198410,"V",1997,,"AT",,,
198413,"V",1997,,"AT",,,
198420,"V",1997,,"AT",,,
198421,"V",1997,,"AT",,,
198422,"V",1997,,"AT",,,
198423,"V",1997,,"AT",,,
198429,"V",1997,,"AT",,,
198432,"V",1997,,"AT",,,
198437,"V",1997,,"AT",,,
198441,"V",1997,,"AT",,,
198444,"V",1997,,"AT",,,
198445,"V",1997,,"AT",,,
198446,"V",1997,,"AT",,,
198452,"V",1997,,"AT",,,
198455,"V",1997,,"AT",,,
198456,"V",1997,,"AT",,,
198459,"V",1997,,"AT",,,
198462,"V",1997,,"AT",,,
198463,"V",1997,,"AT",,,
198467,"V",1997,,"AT",,,
198470,"V",1997,,"AT",,,
198473,"V",1997,,"AT",,,
198477,"V",1997,,"AT",,,
198480,"V",1997,,"AT",,,
198481,"V",1997,,"AT",,,
198482,"V",1997,,"AT",,,
198488,"V",1997,,"AT",,,
198492,"V",1997,,"AT",,,
198495,"V",1997,,"AT",,,
198501,"V",1997,,"AT",,,
198512,"V",1997,,"AT",,,
198513,"V",1997,,"AT",,,
198519,"V",1997,,"AT",,,
198523,"V",1997,,"AT",,,
198528,"V",1997,,"AT",,,
198537,"V",1997,,"AT",,,
198540,"V",1997,,"AT",,,
198542,"V",1997,,"AT",,,
198544,"V",1997,,"AT",,,
198546,"V",1997,,"AT",,,
198554,"V",1997,,"AT",,,
198559,"V",1997,,"AT",,,
198564,"V",1997,,"AT",,,
198566,"V",1997,,"AT",,,
198574,"V",1997,,"AT",,,
198579,"V",1997,,"AT",,,
198580,"V",1997,,"AT",,,
198588,"V",1997,,"AT",,,
198609,"V",1997,,"AT",,,
198612,"V",1997,,"AT",,,
198614,"V",1997,,"AT",,,
198620,"V",1997,,"AT",,,
198621,"V",1997,,"AT",,,
198625,"V",1997,,"AT",,,
198626,"V",1997,,"AT",,,
198627,"V",1997,,"AT",,,
198629,"V",1997,,"AT",,,
198633,"V",1997,,"AT",,,
198641,"V",1997,,"AT",,,
198642,"V",1997,,"AT",,,
198645,"V",1997,,"AT",,,
198648,"V",1997,,"AT",,,
198652,"V",1997,,"AT",,,
198659,"V",1997,,"AT",,,
198660,"V",1997,,"AT",,,
198664,"V",1997,,"AT",,,
198666,"V",1997,,"AT",,,
198675,"V",1997,,"AT",,,
198680,"V",1997,,"AT",,,
198687,"V",1997,,"AT",,,
198690,"V",1997,,"AT",,,
198695,"V",1997,,"AT",,,
198696,"V",1997,,"AT",,,
198702,"V",1997,,"AT",,,
198703,"V",1997,,"AT",,,
198704,"V",1997,,"AT",,,
198707,"V",1997,,"AT",,,
198710,"V",1997,,"AT",,,
198716,"V",1997,,"AT",,,
198717,"V",1997,,"AT",,,
198724,"V",1997,,"AT",,,
198725,"V",1997,,"AT",,,
198746,"V",1997,,"AT",,,
198747,"V",1997,,"AT",,,
198750,"V",1997,,"AT",,,
198751,"V",1997,,"AT",,,
198752,"V",1997,,"AT",,,
198760,"V",1997,,"AT",,,
198761,"V",1997,,"AT",,,
198763,"V",1997,,"AT",,,
198771,"V",1997,,"AT",,,
198773,"V",1997,,"AT",,,
198775,"V",1997,,"AT",,,
198778,"V",1997,,"AT",,,
198785,"V",1997,,"AT",,,
198795,"V",1997,,"AT",,,
198796,"V",1997,,"AT",,,
198797,"V",1997,,"AT",,,
198798,"V",1997,,"AT",,,
198801,"V",1997,,"AT",,,
198802,"V",1997,,"AT",,,
198803,"V",1997,,"AT",,,
198804,"V",1997,,"AT",,,
198805,"V",1997,,"AT",,,
198807,"V",1997,,"AT",,,
198813,"V",1997,,"AT",,,
198815,"V",1997,,"AT",,,
198820,"V",1997,,"AT",,,
198822,"V",1997,,"AT",,,
198825,"V",1997,,"AT",,,
198830,"V",1997,,"AT",,,
198833,"V",1997,,"AT",,,
198841,"V",1997,,"AT",,,
198844,"V",1997,,"AT",,,
198845,"V",1997,,"AT",,,
198854,"V",1997,,"AT",,,
198856,"V",1997,,"AT",,,
198857,"V",1997,,"AT",,,
198862,"V",1997,,"AT",,,
198868,"V",1997,,"AT",,,
198875,"V",1997,,"AT",,,
198879,"V",1997,,"AT",,,
198889,"V",1997,,"AT",,,
198890,"V",1997,,"AT",,,
198894,"V",1997,,"AT",,,
198901,"V",1997,,"AT",,,
198902,"V",1997,,"AT",,,
198903,"V",1997,,"AT",,,
198904,"V",1997,,"AT",,,
198907,"V",1997,,"AT",,,
206532,"F",1997,,"AT",,,
206536,"F",1997,,"AT",,,
206544,"F",1997,,"AT",,,
206545,"F",1997,,"AT",,,
206547,"F",1997,,"AT",,,
206548,"F",1997,,"AT",,,
206550,"F",1997,,"AT",,"NP",
206553,"F",1994,,"AT",,,
206557,"F",1997,,"AT",,,
206559,"F",1997,,"AT",,,
206567,"F",1997,,"AT",,,
206568,"F",1997,,"AT",,,
206575,"F",1997,,"AT",,,
206576,"F",1997,,"AT",,,
206583,"F",1997,,"AT",,,
206584,"F",1997,,"AT",,,
206587,"F",1997,,"AT",,,
206589,"F",1997,,"AT",,,
206606,"F",1997,,"AT",,,
206607,"F",1997,,"AT",,,
206612,"F",1997,,"AT",,,
206614,"F",1997,,"AT",,,
206615,"F",1997,,"AT",,,
206618,"F",1997,,"AT",,,
206619,"F",1997,,"AT",,,
206621,"F",1997,,"AT",,,
206623,"F",1994,,"AT",,,
206628,"F",1997,,"AT",,"R",
206635,"F",1997,,"AT",,,
206646,"F",1994,,"AT",,,
206647,"F",1994,,"AT",,,
206652,"F",1997,,"AT",,,
206656,"F",1997,,"AT",,,
206662,"F",1997,,"AT",,,
206663,"F",1997,,"AT",,,
206664,"F",1997,,"AT",,,
206669,"F",1997,,"AT",,,
206670,"F",1997,,"AT",,,
206676,"F",1997,,"AT",,,
206682,"F",1997,,"AT",,,
206683,"F",1997,,"AT",,,
206685,"F",1997,,"AT",,,
206689,"F",1997,,"AT",,,
206690,"F",1994,,"AT",,,
206696,"F",1997,,"AT",,,
206697,"F",1997,,"AT",,,
206698,"F",1997,,"AT",,,
206707,"F",1997,,"AT",,,
206708,"F",1997,,"AT",,,
206710,"F",1997,,"AT",,,
206712,"F",1997,,"AT",,"NP",
206715,"F",1997,,"AT",,,
206716,"F",1997,,"AT",,,
206718,"F",1997,,"AT",,,
206724,"F",1997,,"AT",,,
206725,"F",1997,,"AT",,,
206732,"F",1994,,"AT",,,
206734,"F",1994,,"AT",,"R",
206737,"F",1997,,"AT",,,
206738,"F",1997,,"AT",,,
206740,"F",1997,,"AT",,,
206741,"F",1997,,"AT",,,
206743,"F",1997,,"AT",,,
206749,"F",1997,,"AT",,,
206754,"F",1997,,"AT",,,
206757,"F",1997,,"AT",,,
206758,"F",1997,,"AT",,"R",
206765,"F",1997,,"AT",,,
206771,"F",1997,,"AT",,,
206775,"F",1997,,"AT",,,
206779,"F",1997,,"AT",,,
206780,"F",1997,,"AT",,,
206785,"F",1994,,"AT",,,
206788,"F",1997,,"AT",,,
206789,"F",1997,,"AT",,,
206793,"F",1997,,"AT",,,
206794,"F",1997,,"AT",,,
206796,"F",1997,,"AT",,,
206797,"F",1997,,"AT",,,
206798,"F",1994,,"AT",,,
206801,"F",1997,,"AT",,,
206810,"F",1997,,"AT",,,
206818,"F",1997,,"AT",,,
206822,"F",1997,,"AT",,,
206824,"F",1997,,"AT",,"R",
206826,"F",1997,,"AT",,,
206832,"F",1997,,"AT",,,
206833,"F",1997,,"AT",,,
206847,"F",1997,,"AT",,,
206848,"F",1997,,"AT",,,
206851,"F",1997,,"AT",,,
206863,"F",1997,,"AT",,,
206866,"F",1997,,"AT",,,
206871,"F",1997,,"AT",,,
206872,"F",1997,,"AT",,,
206876,"F",1997,,"AT",,,
206879,"F",1997,,"AT",,,
206882,"F",1994,,"AT",,,
206884,"F",1997,,"AT",,,
206888,"F",1997,,"AT",,,
206889,"F",1997,,"AT",,,
206891,"F",1997,,"AT",,,
206898,"F",1997,,"AT",,,
206901,"F",1997,,"AT",,,
206906,"F",1997,,"AT",,,
206917,"F",1997,,"AT",,,
206918,"F",1997,,"AT",,,
206919,"F",1997,,"AT",,,
206925,"F",1997,,"AT",,,
206937,"F",1997,,"AT",,,
206941,"F",1997,,"AT",,,
206947,"F",1997,,"AT",,,
206951,"F",1997,,"AT",,,
206952,"F",1997,,"AT",,,
206955,"F",1997,,"AT",,,
206968,"F",1995,,"AT",,,
206971,"F",1970,,"AT",,,
206972,"F",1996,,"AT",,,
206975,"F",1995,,"AT",,,
206979,"F",1987,,"AT",,,
206982,"F",1987,,"AT",,,
207001,"F",1995,,"AT",,,
207002,"F",1970,,"AT",,,
207022,"F",1987,,"AT",,,
207041,"F",1995,,"AT",,,
207043,"F",1991,,"AT",,,
207047,"F",1970,,"AT",,,
207050,"F",1987,,"AT",,,
207059,"F",1995,,"AT",,,
207067,"F",1987,,"AT",,,
207076,"F",1987,,"AT",,,
207090,"F",1987,,"AT",,,
207097,"F",1970,,"AT",,,
207124,"F",1995,,"AT",,,
207125,"F",1987,,"AT",,,
207131,"F",1987,,"AT",,,
207134,"F",1987,,"AT",,,
207139,"F",1987,,"AT",,,
207159,"F",1970,,"AT",,,
207161,"F",1987,,"AT",,,
207170,"F",1970,,"AT",,,
207177,"F",1987,,"AT",,,
207182,"F",1987,,"AT",,,
207183,"F",1987,,"AT",,,
207188,"F",1987,,"AT",,,
207201,"F",1995,,"AT",,,
207203,"F",1995,,"AT",,,
207206,"F",1987,,"AT",,,
207214,"F",1970,,"AT",,,
207227,"F",1995,,"AT",,,
207228,"F",1987,,"AT",,,
207237,"F",1987,,"AT",,,
207243,"F",1995,,"AT",,,
207263,"F",1987,,"AT",,,
207267,"F",1987,,"AT",,,
207270,"F",1970,,"AT",,,
207286,"F",1987,,"AT",,,
207299,"F",1987,,"AT",,,
207315,"F",1987,,"AT",,,
207321,"F",1970,,"AT",,,
207325,"F",1987,,"AT",,,
207329,"F",1996,,"AT",,,
207339,"F",1970,,"AT",,,
207359,"F",1970,,"AT",,,
207360,"F",1987,,"AT",,,
207682,"F",1997,,"AT",,,
207690,"F",1997,,"AT",,,
207699,"F",1997,,"AT",,,
207701,"F",1997,,"AT",,,
207705,"F",1997,,"AT",,,
207746,"F",1997,,"AT",,,
207754,"F",1997,,"AT",,,
207772,"F",1993,,"AT",,,
207793,"F",1997,,"AT",,,
207818,"F",1997,,"AT",,,
207819,"F",1997,,"AT",,,
207833,"F",1997,,"AT",,,
207882,"F",1997,,"AT",,,
207883,"F",1997,,"AT",,,
207892,"F",1997,,"AT",,,
207893,"F",1993,,"AT",,,
207901,"F",1997,,"AT",,,
207909,"F",1997,,"AT",,,
207937,"F",1997,,"AT",,,
207950,"F",1997,,"AT",,,
207960,"F",1997,,"AT",,,
207984,"F",1997,,"AT",,,
207985,"F",1997,,"AT",,,
208014,"F",1993,,"AT",,,
208015,"F",1997,,"AT",,,
208016,"F",1997,,"AT",,,
208017,"F",1997,,"AT",,,
208046,"F",1997,,"AT",,,
208056,"F",1997,,"AT",,,
208060,"F",1997,,"AT",,,
208062,"F",1997,,"AT",,,
208063,"F",1997,,"AT",,,
208081,"F",1997,,"AT",,,
208093,"F",1997,,"AT",,,
208109,"F",1997,,"AT",,,
208123,"F",1997,,"AT",,,
208128,"F",1997,,"AT",,,
208161,"F",1997,,"AT",,,
208165,"F",1997,,"AT",,,
208183,"F",1997,,"AT",,,
208187,"F",1997,,"AT",,,
208193,"F",1997,,"AT",,,
208207,"F",1997,,"AT",,,
208245,"F",1997,,"AT",,,
208264,"F",1997,,"AT",,,
208268,"F",1997,,"AT",,,
208278,"F",1997,,"AT",,,
208280,"F",1997,,"AT",,,
208285,"F",1997,,"AT",,,
208288,"F",1997,,"AT",,,
208303,"F",1997,,"AT",,"OR",
208310,"F",1997,,"AT",,,
208327,"F",1997,,"AT",,"OR",
208331,"F",1997,,"AT",,,
208339,"F",1997,,"AT",,,
208359,"F",1997,,"AT",,,
208374,"F",1997,,"AT",,,
208386,"F",1997,,"AT",,,
208394,"F",1997,,"AT",,,
208395,"F",1997,,"AT",,,
208414,"F",1997,,"AT",,,
208415,"F",1997,,"AT",,,
208422,"F",1997,,"AT",,,
208428,"F",1997,,"AT",,,
208429,"F",1997,,"AT",,,
208436,"F",1997,,"AT",,,
208455,"F",1997,,"AT",,,
208463,"F",1997,,"AT",,,
208465,"F",1997,,"AT",,,
208473,"F",1997,,"AT",,,
208480,"F",1997,,"AT",,,
208494,"F",1997,,"AT",,,
